,Term,SNOMED_Label,SNOMED_ID
14149,motion sickness,Motion sickness,37031009
14150,motion sickness,Motion sickness,37031009
14151,motions,Motions,272149007
14152,motions,Motions,272149007
14153,motions,Motions,272149007
14154,motor skills,Motor function,52479005
14155,motor skills,Motor function,52479005
14156,motor skills,Motor function,52479005
14157,mouth,Mouth region structure,123851003
14158,mouth,Mouth region structure,123851003
14159,mouth,Mouth region structure,123851003
14160,mouth breathing,Mouth breathing,77329001
14161,mouth breathing,Mouth breathing,77329001
14162,mouth breathing,Mouth breathing,77329001
14163,mouth cancer,Malignant tumor of oral cavity,363505006
14164,mouth cancer,Malignant tumor of oral cavity,363505006
14165,mouth cancer,Malignant tumor of oral cavity,363505006
14166,mouth disease,Disorder of mouth,118938008
14167,mouth disease,Disorder of mouth,118938008
14168,mouth disease,Disorder of mouth,118938008
14169,mouth pain,Painful mouth,102616008
14170,mouth pain,Painful mouth,102616008
14171,mouth pain,Painful mouth,102616008
14172,mouth sores,Sore mouth,162011005
14173,mouth sores,Sore mouth,162011005
14174,mouth sores,Sore mouth,162011005
14175,mouth ulcers,Ulcer of mouth,26284000
14176,mouth ulcers,Ulcer of mouth,26284000
14177,mouth ulcers,Ulcer of mouth,26284000
14178,mouthguard,"Mouthguard, custom-made",464216007
14179,mouthguard,"Mouthguard, custom-made",464216007
14180,mouthguard,"Mouthguard, custom-made",464216007
14181,moviprep,Macrogol,8030004
14182,moviprep,Macrogol,8030004
14183,moviprep,Macrogol,8030004
14184,mozzarella,Mozzarella cheese,226837009
14185,mozzarella,Mozzarella cheese,226837009
14186,mozzarella,Mozzarella cheese,226837009
14187,mucositis,Inflammatory disease of mucous membrane,95361005
14188,mucositis,Inflammatory disease of mucous membrane,95361005
14189,mucositis,Inflammatory disease of mucous membrane,95361005
14190,mucositis,Stomatitis,95361005
14191,mucositis,Stomatitis,95361005
14192,mucus,Mucus,49909006
14193,mucus,Mucus,49909006
14194,mucus,Mucus,49909006
14195,multi vitamin,Multivitamin agent,412250002
14196,multi vitamin,Multivitamin agent,412250002
14197,multi vitamin,Multivitamin agent,412250002
14198,multivitamin,Multivitamin multimineral supplement,438681000124106
14199,multivitamin,Multivitamin multimineral supplement,438681000124106
14200,multivitamin,Multivitamin multimineral supplement,438681000124106
14201,multivitamins,Multivitamin agent,412250002
14202,multivitamins,Multivitamin agent,412250002
14203,multivitamins,Multivitamin agent,412250002
14204,muscle ache,Muscle pain,68962001
14205,muscle ache,Muscle pain,68962001
14206,muscle ache,Muscle pain,68962001
14207,muscle aches,Muscle pain,68962001
14208,muscle aches,Muscle pain,68962001
14209,muscle aches,Muscle pain,68962001
14210,muscle atrophy,Muscle atrophy,88092000
14211,muscle atrophy,Muscle atrophy,88092000
14212,muscle atrophy,Muscle atrophy,88092000
14213,muscle contractions,"Muscle contraction, function",12140005
14214,muscle contractions,"Muscle contraction, function",12140005
14215,muscle contractions,"Muscle contraction, function",12140005
14216,muscle cramp,Cramp,55300003
14217,muscle cramp,Cramp,55300003
14218,muscle cramp,Cramp,55300003
14219,muscle cramps,Cramp,55300003
14220,muscle cramps,Cramp,55300003
14221,muscle cramps,Cramp,55300003
14222,muscle fatigue,Muscle fatigue,80449002
14223,muscle fatigue,Muscle fatigue,80449002
14224,muscle fatigue,Muscle fatigue,80449002
14225,muscle growth,Muscle hypertrophy,249829006
14226,muscle growth,Muscle hypertrophy,249829006
14227,muscle growth,Muscle hypertrophy,249829006
14228,muscle knots,Myofascial pain syndrome,726531007
14229,muscle knots,Myofascial pain syndrome,726531007
14230,muscle knots,Myofascial pain syndrome,726531007
14231,muscle loss,Muscle atrophy,88092000
14232,muscle loss,Muscle atrophy,88092000
14233,muscle loss,Muscle atrophy,88092000
14234,muscle mass,On examination - muscle mass,163636005
14235,muscle mass,On examination - muscle mass,163636005
14236,muscle mass,On examination - muscle mass,163636005
14237,muscle problems,Disorder of skeletal AND/OR smooth muscle,129565002
14238,muscle problems,Disorder of skeletal AND/OR smooth muscle,129565002
14239,muscle problems,Disorder of skeletal AND/OR smooth muscle,129565002
14240,muscle relaxant,Skeletal muscle relaxant,372666009
14241,muscle relaxant,Skeletal muscle relaxant,372666009
14242,muscle relaxant,Skeletal muscle relaxant,372666009
14243,muscle relaxation,"Muscle relaxation, function",11977004
14244,muscle relaxation,"Muscle relaxation, function",11977004
14245,muscle relaxation,"Muscle relaxation, function",11977004
14246,muscle relaxer,Smooth muscle relaxant,90000002
14247,muscle relaxer,Smooth muscle relaxant,90000002
14248,muscle relaxer,Smooth muscle relaxant,90000002
14249,muscle spasm,Smooth muscle spasm,128526009
14250,muscle spasm,Smooth muscle spasm,128526009
14251,muscle spasm,Smooth muscle spasm,128526009
14252,muscle spasms,Spasticity,221360009
14253,muscle spasms,Spasticity,221360009
14254,muscle spasms,Spasticity,221360009
14255,muscle stiffness,Muscle rigidity,16046003
14256,muscle stiffness,Muscle rigidity,16046003
14257,muscle stiffness,Muscle rigidity,16046003
14258,muscle strain,Muscle strain,48532005
14259,muscle strain,Muscle strain,48532005
14260,muscle strain,Muscle strain,48532005
14261,muscle tension,Muscle tension,250069006
14262,muscle tension,Muscle tension,250069006
14263,muscle tension,Muscle tension,250069006
14264,muscle tightness,Increased muscle tone,56731001
14265,muscle tightness,Increased muscle tone,56731001
14266,muscle tightness,Increased muscle tone,56731001
14267,muscle tissue,Muscle tissue,91727004
14268,muscle tissue,Muscle tissue,91727004
14269,muscle tissue,Muscle tissue,91727004
14270,muscle twitches,Muscle twitch,60238002
14271,muscle twitches,Muscle twitch,60238002
14272,muscle twitches,Muscle twitch,60238002
14273,muscle twitching,Muscle twitch,60238002
14274,muscle twitching,Muscle twitch,60238002
14275,muscle twitching,Muscle twitch,60238002
14276,muscle weakness,Muscle weakness,26544005
14277,muscle weakness,Muscle weakness,26544005
14278,muscle weakness,Muscle weakness,26544005
14279,muscles,Skeletal and/or smooth muscle structure,71616004
14280,muscles,Skeletal and/or smooth muscle structure,71616004
14281,muscles,Skeletal and/or smooth muscle structure,71616004
14282,muscles relax,"Muscle relaxation, function",11977004
14283,muscles relax,"Muscle relaxation, function",11977004
14284,muscles relax,"Muscle relaxation, function",11977004
14285,muscular,Muscular,263816006
14286,muscular,Muscular,263816006
14287,muscular,Muscular,263816006
14288,muscular,Muscular,263816006
14289,muscular,Muscular,263816006
14290,muscular pain,Muscle pain,68962001
14291,muscular pain,Muscle pain,68962001
14292,muscular pain,Muscle pain,68962001
14293,musculoskeletal,Structure of musculoskeletal system,26107004
14294,musculoskeletal,Structure of musculoskeletal system,26107004
14295,musculoskeletal,Structure of musculoskeletal system,26107004
14296,musculoskeletal,Structure of musculoskeletal system,26107004
14297,musculoskeletal,Structure of musculoskeletal system,26107004
14298,musculoskeletal,Structure of musculoskeletal system,26107004
14299,musculoskeletal pain,Musculoskeletal pain,279069000
14300,musculoskeletal pain,Musculoskeletal pain,279069000
14301,musculoskeletal pain,Musculoskeletal pain,279069000
14302,mycophenolate,Mycophenolic acid,409330005
14303,mycophenolate,Mycophenolic acid,409330005
14304,mycophenolate,Mycophenolic acid,409330005
14305,myeloma,"Multiple myeloma, no International Classification of Diseases for Oncology subtype",55921005
14306,myeloma,"Multiple myeloma, no International Classification of Diseases for Oncology subtype",55921005
14307,myeloma,"Multiple myeloma, no International Classification of Diseases for Oncology subtype",55921005
14308,myocardial infarction,Myocardial infarction,22298006
14309,myocardial infarction,Myocardial infarction,22298006
14310,myocardial infarction,Myocardial infarction,22298006
14311,myofascial pain,Myofascial pain,279062009
14312,myofascial pain,Myofascial pain,279062009
14313,myofascial pain,Myofascial pain,279062009
14314,myofascial pain syndrome,Myofascial pain syndrome,726531007
14315,myofascial pain syndrome,Myofascial pain syndrome,726531007
14316,myofascial pain syndrome,Myofascial pain syndrome,726531007
14317,myopia,Myopia,57190000
14318,myopia,Myopia,57190000
14319,myopia,Myopia,57190000
14320,myopia,Myopia,57190000
14321,nadolol,Nadolol,387482003
14322,nadolol,Nadolol,387482003
14323,nadolol,Nadolol,387482003
14324,nagging pain,Gnawing pain,301371003
14325,nagging pain,Gnawing pain,301371003
14326,nagging pain,Gnawing pain,301371003
14327,nail,Nail finding,247480006
14328,nail,Nail finding,247480006
14329,nail,Nail finding,247480006
14330,nail psoriasis,Psoriasis of nail,238604005
14331,nail psoriasis,Psoriasis of nail,238604005
14332,nail psoriasis,Psoriasis of nail,238604005
14333,nails,Nail finding,247480006
14334,nails,Nail finding,247480006
14335,nails,Nail finding,247480006
14336,nails,Nail finding,247480006
14337,naloxone,Naloxone,372890007
14338,naloxone,Naloxone,372890007
14339,naloxone,Naloxone,372890007
14340,naltrexone,Naltrexone,373546002
14341,naltrexone,Naltrexone,373546002
14342,naltrexone,Naltrexone,373546002
14343,naproxen,Naproxen,372588000
14344,naproxen,Naproxen,372588000
14345,naproxen,Naproxen,372588000
14346,naproxen sodium,Naproxen sodium,42692007
14347,naproxen sodium,Naproxen sodium,42692007
14348,naproxen sodium,Naproxen sodium,42692007
14349,naproxin,Naproxen,372588000
14350,naproxin,Naproxen,372588000
14351,naproxin,Naproxen,372588000
14352,naratriptan,Naratriptan,363571003
14353,naratriptan,Naratriptan,363571003
14354,naratriptan,Naratriptan,363571003
14355,narcissism,Narcissistic character,7267002
14356,narcissism,Narcissistic character,7267002
14357,narcissism,Narcissistic character,7267002
14358,narcissistic personality disorder,Narcissistic personality disorder,80711002
14359,narcissistic personality disorder,Narcissistic personality disorder,80711002
14360,narcissistic personality disorder,Narcissistic personality disorder,80711002
14361,narcolepsy,Narcolepsy,60380001
14362,narcolepsy,Narcolepsy,60380001
14363,narcolepsy,Narcolepsy,60380001
14364,nasal congestion,Nasal congestion,68235000
14365,nasal congestion,Nasal congestion,68235000
14366,nasal congestion,Nasal congestion,68235000
14367,nasal drip,Posterior rhinorrhea,75803007
14368,nasal drip,Posterior rhinorrhea,75803007
14369,nasal drip,Posterior rhinorrhea,75803007
14370,nasal passages,Internal nose structure,53342003
14371,nasal passages,Internal nose structure,53342003
14372,nasal passages,Internal nose structure,53342003
14373,nasal polyps,Polyp of nasal sinus,32307003
14374,nasal polyps,Polyp of nasal sinus,32307003
14375,nasal polyps,Polyp of nasal sinus,32307003
14376,nasal polyps,Polyp of nasal sinus,32307003
14377,nasal spray,Conventional release nasal spray,385157007
14378,nasal spray,Conventional release nasal spray,385157007
14379,nasal spray,Conventional release nasal spray,385157007
14380,nasal sprays,Conventional release nasal spray,385157007
14381,nasal sprays,Conventional release nasal spray,385157007
14382,nasal sprays,Conventional release nasal spray,385157007
14383,nasal steroid,Inhaled steroids use,170659001
14384,nasal steroid,Inhaled steroids use,170659001
14385,nasal steroid,Inhaled steroids use,170659001
14386,nasal steroids,Product containing steroid,768759001
14387,nasal steroids,Product containing steroid,768759001
14388,nasal steroids,Product containing steroid,768759001
14389,nausea,Nausea,422587007
14390,nausea,Nausea,422587007
14391,nausea,Nausea,422587007
14392,nausea medication,Nausea care,386368005
14393,nausea medication,Nausea care,386368005
14394,nausea medication,Nausea care,386368005
14395,nausea meds,Nausea care,386368005
14396,nausea meds,Nausea care,386368005
14397,nausea meds,Nausea care,386368005
14398,nausea pills,Medicinal product acting as antiemetic agent (product),52017007
14399,nausea pills,Medicinal product acting as antiemetic agent (product),52017007
14400,nausea pills,Medicinal product acting as antiemetic agent (product),52017007
14401,nauseas,Nausea,422587007
14402,nauseas,Nausea,422587007
14403,nauseas,Nausea,422587007
14404,nauseated,Nausea,422587007
14405,nauseated,Nausea,422587007
14406,nauseated,Nausea,422587007
14407,nauseated,Nausea,422587007
14408,nauseating,Nausea,422587007
14409,nauseating,Nausea,422587007
14410,nauseating,Nausea,422587007
14411,nauseous,Nausea,422587007
14412,nauseous,Nausea,422587007
14413,nauseous,Nausea,422587007
14414,nearsighted,Myopia,57190000
14415,nearsighted,Myopia,57190000
14416,nearsighted,Myopia,57190000
14417,nearsightedness,Myopia,57190000
14418,nearsightedness,Myopia,57190000
14419,nearsightedness,Myopia,57190000
14420,nebulizer,Nebulizer,334947002
14421,nebulizer,Nebulizer,334947002
14422,nebulizer,Nebulizer,334947002
14423,neck,Neck structure,45048000
14424,neck,Neck structure,45048000
14425,neck,Neck structure,45048000
14426,neck brace,"Cervical collar, device",63562005
14427,neck brace,"Cervical collar, device",63562005
14428,neck brace,"Cervical collar, device",63562005
14429,neck cancer,Malignant tumor of neck,363489000
14430,neck cancer,Malignant tumor of neck,363489000
14431,neck dissection,Block dissection of cervical lymph nodes,178283002
14432,neck dissection,Block dissection of cervical lymph nodes,178283002
14433,neck dissection,Block dissection of cervical lymph nodes,178283002
14434,neck hurts,Neck pain,81680005
14435,neck hurts,Neck pain,81680005
14436,neck hurts,Neck pain,81680005
14437,neck injury,Injury of neck,90460009
14438,neck injury,Injury of neck,90460009
14439,neck injury,Injury of neck,90460009
14440,neck issues,Problem of neck,724620008
14441,neck issues,Problem of neck,724620008
14442,neck issues,Problem of neck,724620008
14443,neck muscles,Skeletal muscle structure of neck,81727001
14444,neck muscles,Skeletal muscle structure of neck,81727001
14445,neck muscles,Skeletal muscle structure of neck,81727001
14446,neck pain,Neck pain,81680005
14447,neck pain,Neck pain,81680005
14448,neck pain,Neck pain,81680005
14449,neck pains,Neck pain,81680005
14450,neck pains,Neck pain,81680005
14451,neck pains,Neck pain,81680005
14452,neck problems,Problem of neck,724620008
14453,neck problems,Problem of neck,724620008
14454,neck problems,Problem of neck,724620008
14455,neck stiffness,Stiff neck,161882006
14456,neck stiffness,Stiff neck,161882006
14457,neck stiffness,Stiff neck,161882006
14458,neck stretches,Neck stretching,229471009
14459,neck stretches,Neck stretching,229471009
14460,neck stretches,Neck stretching,229471009
14461,neck tension,Neck pain,81680005
14462,neck tension,Neck pain,81680005
14463,neck tension,Neck pain,81680005
14464,necks,Neck structure,45048000
14465,necks,Neck structure,45048000
14466,necks,Neck structure,45048000
14467,necrosis,Necrosis,6574001
14468,necrosis,Necrosis,6574001
14469,necrosis,Necrosis,6574001
14470,needle phobia,Needle phobia,231501003
14471,needle phobia,Needle phobia,231501003
14472,needle phobia,Needle phobia,231501003
14473,needles,"Needle, device",79068005
14474,needles,"Needle, device",79068005
14475,needles,"Needle, device",79068005
14476,nefazodone,Nefazodone,415696006
14477,nefazodone,Nefazodone,415696006
14478,nefazodone,Nefazodone,415696006
14479,negativity,Negative attitude,225462008
14480,negativity,Negative attitude,225462008
14481,negativity,Negative attitude,225462008
14482,neosporin,Polymyxin B,372824005
14483,neosporin,Polymyxin B,372824005
14484,neosporin,Polymyxin B,372824005
14485,nephrectomy,Total nephrectomy,175905003
14486,nephrectomy,Total nephrectomy,175905003
14487,nephrectomy,Total nephrectomy,175905003
14488,nephropathy,Kidney disease,90708001
14489,nephropathy,Kidney disease,90708001
14490,nephropathy,Kidney disease,90708001
14491,nerve,Nerve structure,3057000
14492,nerve,Nerve structure,3057000
14493,nerve,Nerve structure,3057000
14494,nerve,Nerve structure,3057000
14495,nerve,Nerve structure,3057000
14496,nerve,Nerve structure,3057000
14497,nerve - wracking,Feeling nervous,424196004
14498,nerve - wracking,Feeling nervous,424196004
14499,nerve - wracking,Feeling nervous,424196004
14500,nerve ablation,Destructive procedure of nerve,3204007
14501,nerve ablation,Destructive procedure of nerve,3204007
14502,nerve ablation,Destructive procedure of nerve,3204007
14503,nerve block injections,"Nerve blocks, infiltrations and injections",231123005
14504,nerve block injections,"Nerve blocks, infiltrations and injections",231123005
14505,nerve block injections,"Nerve blocks, infiltrations and injections",231123005
14506,nerve blocks,Nerve block,56333001
14507,nerve blocks,Nerve block,56333001
14508,nerve blocks,Nerve block,56333001
14509,nerve blocks,Nerve block,56333001
14510,nerve blocks,Nerve block,56333001
14511,nerve blocks,Nerve block,56333001
14512,nerve conduction,Nerve conduction,22690006
14513,nerve conduction,Nerve conduction,22690006
14514,nerve conduction test,Nerve conduction study,51110005
14515,nerve conduction test,Nerve conduction study,51110005
14516,nerve conduction test,Nerve conduction study,51110005
14517,nerve damage,Nerve injury,57182000
14518,nerve damage,Nerve injury,57182000
14519,nerve damage,Nerve injury,57182000
14520,nerve endings,Free nerve ending,38005009
14521,nerve endings,Free nerve ending,38005009
14522,nerve endings,Free nerve ending,38005009
14523,nerve entrapment,Peripheral nerve entrapment syndrome,45781009
14524,nerve entrapment,Peripheral nerve entrapment syndrome,45781009
14525,nerve entrapment,Peripheral nerve entrapment syndrome,45781009
14526,nerve entrapment,Peripheral nerve entrapment syndrome,45781009
14527,nerve entrapment,Peripheral nerve entrapment syndrome,45781009
14528,nerve entrapment,Peripheral nerve entrapment syndrome,45781009
14529,nerve pain,Neuropathic pain,247398009
14530,nerve pain,Neuropathic pain,247398009
14531,nerve pain,Neuropathic pain,247398009
14532,nerve pains,Neuralgia,16269008
14533,nerve pains,Neuralgia,16269008
14534,nerve pains,Neuralgia,16269008
14535,nerve problem,Neuropathy,386033004
14536,nerve problem,Neuropathy,386033004
14537,nerve problem,Neuropathy,386033004
14538,nerve problems,Neuropathy,386033004
14539,nerve problems,Neuropathy,386033004
14540,nerve problems,Neuropathy,386033004
14541,nerve root,Nerve root structure,40958000
14542,nerve root,Nerve root structure,40958000
14543,nerve root,Nerve root structure,40958000
14544,nerves,Nerve structure,3057000
14545,nerves,Nerve structure,3057000
14546,nerves,Nerve structure,3057000
14547,nervous,Feeling nervous,424196004
14548,nervous,Feeling nervous,424196004
14549,nervous,Feeling nervous,424196004
14550,nervous system,Structure of nervous system,25087005
14551,nervous system,Structure of nervous system,25087005
14552,nervous system,Structure of nervous system,25087005
14553,nervousness,Feeling nervous,424196004
14554,nervousness,Feeling nervous,424196004
14555,nervousness,Feeling nervous,424196004
14556,neupogen,Filgrastim,386948008
14557,neupogen,Filgrastim,386948008
14558,neupogen,Filgrastim,386948008
14559,neuralgia,Neuralgia,16269008
14560,neuralgia,Neuralgia,16269008
14561,neuralgia,Neuralgia,16269008
14562,neuro,Neurological symptom,308921004
14563,neuro,Neurological symptom,308921004
14564,neuro,Neurological symptom,308921004
14565,neuroblastoma,Neuroblastoma,432328008
14566,neuroblastoma,Neuroblastoma,432328008
14567,neuroblastoma,Neuroblastoma,432328008
14568,neuroblastoma,Neuroblastoma,432328008
14569,neurological condition,Disorder of nervous system,118940003
14570,neurological condition,Disorder of nervous system,118940003
14571,neurological condition,Disorder of nervous system,118940003
14572,neurological conditions,Disorder of nervous system,118940003
14573,neurological conditions,Disorder of nervous system,118940003
14574,neurological conditions,Disorder of nervous system,118940003
14575,neurological damage,nerve injury,57182000
14576,neurological damage,nerve injury,57182000
14577,neurological damage,nerve injury,57182000
14578,neurological disease,Disorder of nervous system,118940003
14579,neurological disease,Disorder of nervous system,118940003
14580,neurological disease,Disorder of nervous system,118940003
14581,neurological disorder,Disorder of nervous system,118940003
14582,neurological disorder,Disorder of nervous system,118940003
14583,neurological disorder,Disorder of nervous system,118940003
14584,neurological disorders,Disorder of nervous system,118940003
14585,neurological disorders,Disorder of nervous system,118940003
14586,neurological disorders,Disorder of nervous system,118940003
14587,neurons,Neuron,47220008
14588,neurons,Neuron,47220008
14589,neurons,Neuron,47220008
14590,neuropathic,Neuropathy,386033004
14591,neuropathic,Neuropathy,386033004
14592,neuropathic,Neuropathy,386033004
14593,neuropathic pain,Neuropathic pain,247398009
14594,neuropathic pain,Neuropathic pain,247398009
14595,neuropathic pain,Neuropathic pain,247398009
14596,neuropathies,Neuropathy,386033004
14597,neuropathies,Neuropathy,386033004
14598,neuropathies,Neuropathy,386033004
14599,neuropathy,Neuropathy,386033004
14600,neuropathy,Neuropathy,386033004
14601,neuropathy,Neuropathy,386033004
14602,neurotic,Neurosis,111475002
14603,neurotic,Neurosis,111475002
14604,neurotic,Neurosis,111475002
14605,neurotransmitter,Neurotransmitter,35069000
14606,neurotransmitter,Neurotransmitter,35069000
14607,neurotransmitter,Neurotransmitter,35069000
14608,neurotransmitters,Neurotransmitter,35069000
14609,neurotransmitters,Neurotransmitter,35069000
14610,neurotransmitters,Neurotransmitter,35069000
14611,neutropenia,Neutropenia,165517008
14612,neutropenia,Neutropenia,165517008
14613,neutropenia,Neutropenia,165517008
14614,neutropenic,Neutropenia,165517008
14615,neutropenic,Neutropenia,165517008
14616,neutropenic,Neutropenia,165517008
14617,nexplannon,Product containing etonogestrel,326451000
14618,nexplannon,Product containing etonogestrel,326451000
14619,nexplannon,Product containing etonogestrel,326451000
14620,niacin,Nicotinic acid,273943001
14621,niacin,Nicotinic acid,273943001
14622,niacin,Nicotinic acid,273943001
14623,niacinamide,Nicotinamide,173196005
14624,niacinamide,Nicotinamide,173196005
14625,niacinamide,Nicotinamide,173196005
14626,nickel allergy,Allergy to nickel,419788000
14627,nickel allergy,Allergy to nickel,419788000
14628,nickel allergy,Allergy to nickel,419788000
14629,nicotine,Nicotine,68540007
14630,nicotine,Nicotine,68540007
14631,nicotine,Nicotine,68540007
14632,nicotine,Nicotine,68540007
14633,night sweats,Night sweats,42984000
14634,night sweats,Night sweats,42984000
14635,night sweats,Night sweats,42984000
14636,night terrors,Sleep terror disorder,89675003
14637,night terrors,Sleep terror disorder,89675003
14638,night terrors,Sleep terror disorder,89675003
14639,nightshades,Family Solanaceae - nightshade,107620000
14640,nightshades,Family Solanaceae - nightshade,107620000
14641,nightshades,Family Solanaceae - nightshade,107620000
14642,nipple,Nipple structure,24142002
14643,nipple,Nipple structure,24142002
14644,nipple,Nipple structure,24142002
14645,nipple,Nipple structure,24142002
14646,nipples,Nipple structure,24142002
14647,nipples,Nipple structure,24142002
14648,nipples,Nipple structure,24142002
14649,nipples,Nipple structure,24142002
14650,nitrates,Nitrate salt,89119000
14651,nitrates,Nitrate salt,89119000
14652,nitrates,Nitrate salt,89119000
14653,nitric oxide,Nitric oxide,6710000
14654,nitric oxide,Nitric oxide,6710000
14655,nitric oxide,Nitric oxide,6710000
14656,nitrites,Nitrite salt,31528005
14657,nitrites,Nitrite salt,31528005
14658,nitrites,Nitrite salt,31528005
14659,nitrogen,Liquid nitrogen,52793004
14660,nitrogen,Liquid nitrogen,52793004
14661,nitrogen,Liquid nitrogen,52793004
14662,nitrous,Nitrous oxide,111132001
14663,nitrous,Nitrous oxide,111132001
14664,nitrous,Nitrous oxide,111132001
14665,nitrous oxide,Nitrous oxide,111132001
14666,nitrous oxide,Nitrous oxide,111132001
14667,nitrous oxide,Nitrous oxide,111132001
14668,nivo,Nivolumab,704191007
14669,nivo,Nivolumab,704191007
14670,nivo,Nivolumab,704191007
14671,nivolumab,Nivolumab,704191007
14672,nivolumab,Nivolumab,704191007
14673,nivolumab,Nivolumab,704191007
14674,no appetite,Loss of appetite,79890006
14675,no appetite,Loss of appetite,79890006
14676,no appetite,Loss of appetite,79890006
14677,nodule,Nodule,27925004
14678,nodule,Nodule,27925004
14679,nodule,Nodule,27925004
14680,nodule,Nodule,27925004
14681,nodules,Nodule,27925004
14682,nodules,Nodule,27925004
14683,nodules,Nodule,27925004
14684,noise sensitivity,Noise intolerance,247994001
14685,noise sensitivity,Noise intolerance,247994001
14686,noise sensitivity,Noise intolerance,247994001
14687,norcos,Product containing hydrocodone and paracetamol in oral dose form,768403005
14688,norcos,Product containing hydrocodone and paracetamol in oral dose form,768403005
14689,norcos,Product containing hydrocodone and paracetamol in oral dose form,768403005
14690,norepinephrine,Norepinephrine,45555007
14691,norepinephrine,Norepinephrine,45555007
14692,norepinephrine,Norepinephrine,45555007
14693,norethindrone,Norethisterone,126102009
14694,norethindrone,Norethisterone,126102009
14695,norethindrone,Norethisterone,126102009
14696,norethindrone acetate,Norethisterone acetate,126104005
14697,norethindrone acetate,Norethisterone acetate,126104005
14698,norethindrone acetate,Norethisterone acetate,126104005
14699,norethisterone,Norethisterone,126102009
14700,norethisterone,Norethisterone,126102009
14701,norethisterone,Norethisterone,126102009
14702,norgestimate,Norgestimate,126115000
14703,norgestimate,Norgestimate,126115000
14704,norgestimate,Norgestimate,126115000
14705,noritriptyline,Nortriptyline,372652004
14706,noritriptyline,Nortriptyline,372652004
14707,noritriptyline,Nortriptyline,372652004
14708,normal bowel movements,Bowel action,39211005
14709,normal bowel movements,Bowel action,39211005
14710,normal bowel movements,Bowel action,39211005
14711,norovirus,Genus Norovirus,407359000
14712,norovirus,Genus Norovirus,407359000
14713,norovirus,Genus Norovirus,407359000
14714,norovirus,Genus Norovirus,407359000
14715,norovirus,Genus Norovirus,407359000
14716,nortriptyline,Nortriptyline,372652004
14717,nortriptyline,Nortriptyline,372652004
14718,nortriptyline,Nortriptyline,372652004
14719,nortryptaline,Nortriptyline,372652004
14720,nortryptaline,Nortriptyline,372652004
14721,nortryptaline,Nortriptyline,372652004
14722,nose,Nasal structure,45206002
14723,nose,Nasal structure,45206002
14724,nose,Nasal structure,45206002
14725,nose bleeds,Bleeding from nose,249366005
14726,nose bleeds,Bleeding from nose,249366005
14727,nose bleeds,Bleeding from nose,249366005
14728,nosebleed,Bleeding from nose,249366005
14729,nosebleed,Bleeding from nose,249366005
14730,nosebleed,Bleeding from nose,249366005
14731,nosebleeds,Bleeding from nose,249366005
14732,nosebleeds,Bleeding from nose,249366005
14733,nosebleeds,Bleeding from nose,249366005
14734,nostril,Structure of anterior naris,1797002
14735,nostril,Structure of anterior naris,1797002
14736,nostril,Structure of anterior naris,1797002
14737,nostrils,Structure of anterior naris,1797002
14738,nostrils,Structure of anterior naris,1797002
14739,nostrils,Structure of anterior naris,1797002
14740,not breathing,Apnea,1023001
14741,not breathing,Apnea,1023001
14742,not breathing,Apnea,1023001
14743,not hungry,Loss of appetite,79890006
14744,not hungry,Loss of appetite,79890006
14745,not hungry,Loss of appetite,79890006
14746,novacaine,Procaine,387238009
14747,novacaine,Procaine,387238009
14748,novacaine,Procaine,387238009
14749,novo,Insulin aspart,325072002
14750,novo,Insulin aspart,325072002
14751,novo,Insulin aspart,325072002
14752,novocaine,Procaine,387238009
14753,novocaine,Procaine,387238009
14754,novocaine,Procaine,387238009
14755,nulliparous,Nulliparous,102877006
14756,nulliparous,Nulliparous,102877006
14757,nulliparous,Nulliparous,102877006
14758,numb and tingly,Numbness and tingling sensation of skin,101000119102
14759,numb and tingly,Numbness and tingling sensation of skin,101000119102
14760,numb and tingly,Numbness and tingling sensation of skin,101000119102
14761,numb feeling,Numbness,44077006
14762,numb feeling,Numbness,44077006
14763,numb feeling,Numbness,44077006
14764,numbing,Numbness,44077006
14765,numbing,Numbness,44077006
14766,numbing,Numbness,44077006
14767,numbing cream,Local anesthetic,373477003
14768,numbing cream,Local anesthetic,373477003
14769,numbing cream,Local anesthetic,373477003
14770,numbness,Numbness,44077006
14771,numbness,Numbness,44077006
14772,numbness,Numbness,44077006
14773,numbness / tingling,Numbness,44077006
14774,numbness / tingling,Numbness,44077006
14775,numbness / tingling,Numbness,44077006
14776,numbness and tingling,Numbness and tingling sensation of skin,101000119102
14777,numbness and tingling,Numbness and tingling sensation of skin,101000119102
14778,numbness and tingling,Numbness and tingling sensation of skin,101000119102
14779,nut allergies,Allergy to nut,91934008
14780,nut allergies,Allergy to nut,91934008
14781,nut allergies,Allergy to nut,91934008
14782,nut allergies,Allergy to nut,91934008
14783,nut allergy,Allergy to nut,91934008
14784,nut allergy,Allergy to nut,91934008
14785,nut allergy,Allergy to nut,91934008
14786,nut allergy,Allergy to nut,91934008
14787,nutrients,Nutrients,226355009
14788,nutrients,Nutrients,226355009
14789,nutrients,Nutrients,226355009
14790,nutritional deficiencies,Nutritional deficiency disorder,70241007
14791,nutritional deficiencies,Nutritional deficiency disorder,70241007
14792,nutritional deficiencies,Nutritional deficiency disorder,70241007
14793,nutritional ketosis,Ketosis,2538008
14794,nutritional ketosis,Ketosis,2538008
14795,nutritional ketosis,Ketosis,2538008
14796,nuva,Prolonged-release vaginal ring,764772008
